2021-12-14 13:51:58,438 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-14 13:51:58,453 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-14 13:51:58,453 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2021-12-14 13:51:58,453 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2021-12-14 13:51:58,453 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-14 13:51:58,453 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-14 13:51:58,453 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-14 13:51:58,453 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-14 13:51:58,453 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-14 13:51:58,469 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-14 13:51:58,469 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-14 13:51:58,469 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-14 15:01:22,626 INFO  SwAddin.cs: 294 - Assembly export called for file airurdfe0043.SLDASM
2021-12-14 15:01:24,047 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-14 15:01:25,344 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from airurdfe0043.SLDASM
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 66 in airurdfe0043.SLDASM
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in airurdfe0043.SLDASM
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from roll-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 24 in roll-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in roll-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BaseLink-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 63 in BaseLink-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BaseLink-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from s2-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 25 in s2-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in s2-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from s3-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 75 in s3-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in s3-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from yaw-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 114 in yaw-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in yaw-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pitch-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 31 in pitch-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pitch-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from s1-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1136 - Found 31 in s1-1
2021-12-14 15:01:25,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in s1-1
